name,capacity,technology,form factor,connectivity,release date,more tech info,dram inside,release year,capacity TBytes,power_idle,power_avg,power_max
SK Hynix Canvas SC300,256 GB,MLCSK HynixPlanar,"2.5""",SATA 6 Gbps,Jan 2015,SH87810AA,512 MB(512 GB model),2015,0.25,0,0,0
SK Hynix Canvas SC300,512 GB,MLCSK HynixPlanar,"2.5""",SATA 6 Gbps,Jan 2015,SH87810AA,512 MB(512 GB model),2015,0.5,0,0,0
SK Hynix Bettle X31,1 TB,TLCSK Hynix128-layer,Unknown,Unknown,Jun 2023,Cepheus 2,Unknown(1 TB model),2023,1,0,0,0
Solidigm P44 Pro,512 GB,TLCSK Hynix176-layer,M.2 2280,PCIe 4.0 x4,Oct 2022,Aries,1024 MB(1 TB model),2022,0.5,0,0,0
Solidigm P44 Pro,1 TB,TLCSK Hynix176-layer,M.2 2280,PCIe 4.0 x4,Oct 2022,Aries,1024 MB(1 TB model),2022,1,0,0,0
Solidigm P44 Pro,2 TB,TLCSK Hynix176-layer,M.2 2280,PCIe 4.0 x4,Oct 2022,Aries,1024 MB(1 TB model),2022,2,0,0,0
Solidigm P42 Plus,512 GB,pQLC (PLC)Intel192-layer,M.2 2280,PCIe 4.0 x4,Unreleased,SM2268XT,Unknown,ased,0.5,0,0,0
Solidigm P41 Plus,512 GB,QLCIntel144-layer,M.2 2280,PCIe 4.0 x4,Aug 2022,SM2269XT,DRAM-less(64 MB HMB),2022,0.5,0,0,0
Solidigm P41 Plus,1 TB,QLCIntel144-layer,M.2 2280,PCIe 4.0 x4,Aug 2022,SM2269XT,DRAM-less(64 MB HMB),2022,1,0,0,0
Solidigm P41 Plus,2 TB,QLCIntel144-layer,M.2 2280,PCIe 4.0 x4,Aug 2022,SM2269XT,DRAM-less(64 MB HMB),2022,2,0,0,0
Solidigm D7-P5810,800 GB,pSLCSolidigm144-layer,U.2,PCIe 4.0 x4,Sep 2023,SLNBX,Unknown(800 GB model),2023,0.78125,0,0,0
Solidigm D7-P5430,15 TB,pQLC (PLC)Intel192-layer,U.2,PCIe 4.0 x4,May 2023,Unknown,20480 MB(15 TB model),2023,15,0,0,0
Solidigm D7-P5430,31 TB,pQLC (PLC)Intel192-layer,U.2,PCIe 4.0 x4,May 2023,Unknown,20480 MB(15 TB model),2023,31,0,0,0
Solidigm 670p,512 GB,QLCIntel144-layer,M.2 2280,PCIe 3.0 x4,Dec 2020,SM2265,256 MB(1 TB model),2020,0.5,0,0,0
Solidigm 670p,1 TB,QLCIntel144-layer,M.2 2280,PCIe 3.0 x4,Dec 2020,SM2265,256 MB(1 TB model),2020,1,0,0,0
Solidigm 670p,2 TB,QLCIntel144-layer,M.2 2280,PCIe 3.0 x4,Dec 2020,SM2265,256 MB(1 TB model),2020,2,0,0,0
Sony Playstation 5 SLIM,1 TB,TLCSamsung236-layer,Embedded,PCIe 4.0 x4,Oct 2023,Unknown,512 MB(1 TB model),2023,1,0,0,0
Sony Playstation 5,825 GB,TLCToshiba96-layer,Embedded,PCIe 4.0 x4,Nov 2020,Sony Titania II,512 MB(825 GB model),2020,0.8056640625,0,0,0
Sony Nextorage NEM-PA (PS5) (Micron B47R),1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Sep 2021,Phison E18,1024 MB(1 TB model),2021,1,0,0,0
Sony Nextorage NEM-PA (PS5) (Micron B47R),2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Sep 2021,Phison E18,1024 MB(1 TB model),2021,2,0,0,0
Sony Nextorage NEM-PA (PS5) (Micron B47R),4 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Sep 2021,Phison E18,1024 MB(1 TB model),2021,4,0,0,0
Sony Nextorage NEM-PA (PS5) (Kioxia HDR BiCS5 1Tb),8 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Sep 2021,Phison E18,2048 MB(8 TB model),2021,8,0,0,10
SSD MW Informatica pSLC,240 GB,pSLCMicron176-layer,"2.5""",SATA 6 Gbps,Jan 2024,SM2259XT2,DRAM-less,2024,0.234375,0,0,0
SSD Peperaio Hardware,320 GB,pSLCMicron176-layer,"2.5""",SATA 6 Gbps,2024,SM2259XT2,DRAM-less,2024,0.3125,0,0,0
SSSTC Lite-On SVZ SSD,128 GB,MLCYMTC32-layer,M.2 2280,SATA 6 Gbps,2018,SM2258H,256 MB(128 GB model),2018,0.125,0,0,0
SSTC Tiger Shark,1 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Feb 2023,Phison E26,2048 MB(1 TB model),2023,1,0,0,0
SSTC Tiger Shark,2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Feb 2023,Phison E26,2048 MB(1 TB model),2023,2,0,0,0
SSTC Tiger Shark,4 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Feb 2023,Phison E26,2048 MB(1 TB model),2023,4,0,0,0
SSTC HammerHead E18,1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,2023,Phison E18,1024 MB(1 TB model),2023,1,0,0,0
SSTC HammerHead E18,2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,2023,Phison E18,1024 MB(1 TB model),2023,2,0,0,0
SSTC HammerHead E18,4 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,2023,Phison E18,1024 MB(1 TB model),2023,4,0,0,0
Synology SAT5200,480 GB,TLCMicron96-layer,M.2 2280,SATA 6 Gbps,Sep 2020,Phison S12DC,2048 MB(960 GB model),2020,0.46875,0,0,0
Synology SAT5200,960 GB,TLCMicron96-layer,M.2 2280,SATA 6 Gbps,Sep 2020,Phison S12DC,2048 MB(960 GB model),2020,0.9375,0,0,0
Teamgroup Vulcan G,512 GB,TLCToshiba64-layer,"2.5""",SATA 6 Gbps,Aug 2020,SM2258XT,DRAM-less,2020,0.5,0,0,0
Teamgroup Vulcan G,1 TB,TLCToshiba64-layer,"2.5""",SATA 6 Gbps,Aug 2020,SM2258XT,DRAM-less,2020,1,0,0,0
Teamgroup Vulcan G,2 TB,TLCToshiba64-layer,"2.5""",SATA 6 Gbps,Aug 2020,SM2258XT,DRAM-less,2020,2,0,0,0
Teamgroup Vulcan,250 GB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Aug 2020,SM2258G,1024 MB(1 TB model),2020,0.244140625,0,0,0
Teamgroup Vulcan,500 GB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Aug 2020,SM2258G,1024 MB(1 TB model),2020,0.48828125,0,2,0
Teamgroup Vulcan,1 TB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Aug 2020,SM2258G,1024 MB(1 TB model),2020,1,0,0,0
Teamgroup T-Force Z540,1 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Feb 2023,Phison E26,2048 MB(1 TB model),2023,1,0,0,0
Teamgroup T-Force Z540,2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Feb 2023,Phison E26,2048 MB(1 TB model),2023,2,0,0,0
Teamgroup T-Force Z540,4 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Feb 2023,Phison E26,2048 MB(1 TB model),2023,4,0,0,0
Teamgroup T-Force Vulcan Z (SM2258XT + SanDisk BiCS3),240 GB,TLCToshiba64-layer,"2.5""",SATA 6 Gbps,May 2022,SM2258XT,DRAM-less,2022,0.234375,0,0,0
Teamgroup T-Force Vulcan Z (SM2258XT + SanDisk BiCS3),256 GB,TLCToshiba64-layer,"2.5""",SATA 6 Gbps,May 2022,SM2258XT,DRAM-less,2022,0.25,0,0,0
Teamgroup T-Force Vulcan Z (SM2258XT + SanDisk BiCS3),480 GB,TLCToshiba64-layer,"2.5""",SATA 6 Gbps,May 2022,SM2258XT,DRAM-less,2022,0.46875,0,0,0
Teamgroup T-Force Vulcan Z (SM2258XT + SanDisk BiCS3),512 GB,TLCToshiba64-layer,"2.5""",SATA 6 Gbps,May 2022,SM2258XT,DRAM-less,2022,0.5,0,0,0
Teamgroup T-Force Vulcan Z (SM2258XT + SanDisk BiCS3),1 TB,TLCToshiba64-layer,"2.5""",SATA 6 Gbps,May 2022,SM2258XT,DRAM-less,2022,1,0,2,2
Teamgroup T-Force Vulcan Z (SM2258XT + SanDisk BiCS3),2 TB,TLCToshiba64-layer,"2.5""",SATA 6 Gbps,May 2022,SM2258XT,DRAM-less,2022,2,0,0,0
Teamgroup T-Force Vulcan Z (SM2259XT + SK Hynix V6),240 GB,TLCSK Hynix128-layer,"2.5""",SATA 6 Gbps,May 2022,SM2259XT,DRAM-less,2022,0.234375,0,0,0
Teamgroup T-Force Vulcan Z (SM2259XT + SK Hynix V6),256 GB,TLCSK Hynix128-layer,"2.5""",SATA 6 Gbps,May 2022,SM2259XT,DRAM-less,2022,0.25,0,0,0
Teamgroup T-Force Vulcan Z (SM2259XT + SK Hynix V6),480 GB,TLCSK Hynix128-layer,"2.5""",SATA 6 Gbps,May 2022,SM2259XT,DRAM-less,2022,0.46875,0,0,0
Teamgroup T-Force Vulcan Z (SM2259XT + SK Hynix V6),512 GB,TLCSK Hynix128-layer,"2.5""",SATA 6 Gbps,May 2022,SM2259XT,DRAM-less,2022,0.5,0,0,0
Teamgroup T-Force Vulcan Z (SM2259XT + SK Hynix V6),1 TB,TLCSK Hynix128-layer,"2.5""",SATA 6 Gbps,May 2022,SM2259XT,DRAM-less,2022,1,0,0,0
Teamgroup T-Force Vulcan Z (SM2259XT + SK Hynix V6),2 TB,TLCSK Hynix128-layer,"2.5""",SATA 6 Gbps,May 2022,SM2259XT,DRAM-less,2022,2,0,0,0
Teamgroup T-Force GE Pro,2 TB,TLCYMTC232-layer,M.2 2280,PCIe 5.0 x4,May 2024,IG5666,2048 MB(2 TB model),2024,2,0,0,0
Teamgroup T-Force GE Pro,4 TB,TLCYMTC232-layer,M.2 2280,PCIe 5.0 x4,May 2024,IG5666,2048 MB(2 TB model),2024,4,0,0,0
Teamgroup T-Force G70 PRO (w/ Heatsink),512 GB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Jun 2024,IG5236,1024 MB(1 TB model),2024,0.5,0,0,0
Teamgroup T-Force G70 PRO (w/ Heatsink),1 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Jun 2024,IG5236,1024 MB(1 TB model),2024,1,0,0,0
Teamgroup T-Force G70 PRO (w/ Heatsink),2 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Jun 2024,IG5236,1024 MB(1 TB model),2024,2,0,0,0
Teamgroup T-Force G70 PRO (w/ Heatsink),4 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Jun 2024,IG5236,1024 MB(1 TB model),2024,4,0,0,0
Teamgroup T-Force G70 PRO (SK Hynix TLC V7 512Gb),1 TB,TLCSK Hynix176-layer,M.2 2280,PCIe 4.0 x4,Jun 2024,IG5236,1024 MB(1 TB model),2024,1,0,0,0
Teamgroup T-Force G70 PRO (YMTC TLC CDT1B 512Gb 128-Layers),512 GB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Jun 2024,IG5236,1024 MB(1 TB model),2024,0.5,0,0,0
Teamgroup T-Force G70 PRO (YMTC TLC CDT1B 512Gb 128-Layers),1 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Jun 2024,IG5236,1024 MB(1 TB model),2024,1,0,0,0
Teamgroup T-Force G70 PRO (YMTC TLC CDT1B 512Gb 128-Layers),2 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Jun 2024,IG5236,1024 MB(1 TB model),2024,2,0,0,0
Teamgroup T-Force G70 PRO (YMTC TLC CDT1B 512Gb 128-Layers),4 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Jun 2024,IG5236,1024 MB(1 TB model),2024,4,0,0,0
Teamgroup T-Force G50,512 GB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Nov 2023,IG5220,DRAM-less(64 MB HMB),2023,0.5,0,0,0
Teamgroup T-Force G50,1 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Nov 2023,IG5220,DRAM-less(64 MB HMB),2023,1,0,0,0
Teamgroup T-Force G50,2 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Nov 2023,IG5220,DRAM-less(64 MB HMB),2023,2,0,0,0
Teamgroup T-Force Delta S TUF Gaming RGB,250 GB,TLCSamsung64-layer,"2.5""",SATA 6 Gbps,2019,SM2258G,Unknown,2019,0.244140625,0,0,0
Teamgroup T-Force Delta S TUF Gaming RGB,500 GB,TLCSamsung64-layer,"2.5""",SATA 6 Gbps,2019,SM2258G,Unknown,2019,0.48828125,0,0,0
Teamgroup T-Force Delta S TUF Gaming RGB,1 TB,TLCSamsung64-layer,"2.5""",SATA 6 Gbps,2019,SM2258G,Unknown,2019,1,0,0,0
Teamgroup T-Force Delta R RGB (White),250 GB,TLCMicron32-layer,"2.5""",SATA 6 Gbps,2020,SM2258G,Unknown,2020,0.244140625,0,0,0
Teamgroup T-Force Delta R RGB (White),500 GB,TLCMicron32-layer,"2.5""",SATA 6 Gbps,2020,SM2258G,Unknown,2020,0.48828125,0,0,0
Teamgroup T-Force Delta R RGB (White),1 TB,TLCMicron32-layer,"2.5""",SATA 6 Gbps,2020,SM2258G,Unknown,2020,1,0,0,0
Teamgroup T-Force Delta R RGB (Black),250 GB,TLCMicron32-layer,"2.5""",SATA 6 Gbps,2020,SM2258G,Unknown,2020,0.244140625,0,0,0
Teamgroup T-Force Delta R RGB (Black),500 GB,TLCMicron32-layer,"2.5""",SATA 6 Gbps,2020,SM2258G,Unknown,2020,0.48828125,0,0,0
Teamgroup T-Force Delta R RGB (Black),1 TB,TLCMicron32-layer,"2.5""",SATA 6 Gbps,2020,SM2258G,Unknown,2020,1,0,0,0
Teamgroup T-Force Delta Phantom Gaming RGB,250 GB,TLCSamsung64-layer,"2.5""",SATA 6 Gbps,2019,SM2258G,Unknown,2019,0.244140625,0,0,0
Teamgroup T-Force Delta Phantom Gaming RGB,500 GB,TLCSamsung64-layer,"2.5""",SATA 6 Gbps,2019,SM2258G,Unknown,2019,0.48828125,0,0,0
Teamgroup T-Force Delta Phantom Gaming RGB,1 TB,TLCSamsung64-layer,"2.5""",SATA 6 Gbps,2019,SM2258G,Unknown,2019,1,0,0,0
Teamgroup T-Force Delta Max RGB,250 GB,TLCSamsung48-layer,"2.5""",SATA 6 Gbps,2019,SM2258G,1024 MB(1 TB model),2019,0.244140625,0,0,0
Teamgroup T-Force Delta Max RGB,500 GB,TLCSamsung48-layer,"2.5""",SATA 6 Gbps,2019,SM2258G,1024 MB(1 TB model),2019,0.48828125,0,0,0
Teamgroup T-Force Delta Max RGB,1 TB,TLCSamsung48-layer,"2.5""",SATA 6 Gbps,2019,SM2258G,1024 MB(1 TB model),2019,1,0,2,0
Teamgroup T-Force Cardea Zero Z340,256 GB,TLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Apr 2020,Phison E12S,512 MB(1 TB model),2020,0.25,0,0,0
Teamgroup T-Force Cardea Zero Z340,512 GB,TLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Apr 2020,Phison E12S,512 MB(1 TB model),2020,0.5,0,0,0
Teamgroup T-Force Cardea Zero Z340,1 TB,TLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Apr 2020,Phison E12S,512 MB(1 TB model),2020,1,0,0,0
Teamgroup T-Force Cardea Zero Z340,4 TB,TLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Apr 2020,Phison E12S,512 MB(1 TB model),2020,4,0,0,0
Teamgroup T-Create Expert,1 TB,TLCMicron64-layer,M.2 2280,PCIe 3.0 x4,May 2021,SM2262ENG,Unknown,2021,1,0,0,0
Teamgroup T-Create Expert,2 TB,TLCMicron64-layer,M.2 2280,PCIe 3.0 x4,May 2021,SM2262ENG,Unknown,2021,2,0,0,10
Teamgroup T-Create Classic SATA,1 TB,TLCToshiba96-layer,"2.5""",SATA 6 Gbps,2021,SM2259XT2,DRAM-less,2021,1,0,0,0
Teamgroup T-Create Classic PCIe 4.0 DL,1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Dec 2022,Phison E21T,DRAM-less(64 MB HMB),2022,1,0,0,0
Teamgroup T-Create Classic PCIe 4.0 DL,2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Dec 2022,Phison E21T,DRAM-less(64 MB HMB),2022,2,0,0,0
Teamgroup T-Create Classic PCIe 4.0,1 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Apr 2021,Phison E16,1024 MB(1 TB model),2021,1,0,0,0
Teamgroup T-Create Classic PCIe 4.0,2 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Apr 2021,Phison E16,1024 MB(1 TB model),2021,2,0,0,0
Teamgroup QX,15 TB,QLCMicron96-layer,"2.5""",SATA 6 Gbps,Sep 2020,Phison S12DC,8192 MB(15 TB model),2020,15,0,0,0
Teamgroup MP44S,1 TB,QLCMicron176-layer,M.2 2230,PCIe 4.0 x4,Apr 2023,Phison E21T,DRAM-less(64 MB HMB),2023,1,0,0,0
Teamgroup MP44S,2 TB,QLCMicron176-layer,M.2 2230,PCIe 4.0 x4,Apr 2023,Phison E21T,DRAM-less(64 MB HMB),2023,2,0,0,0
Teamgroup MP44Q,1 TB,QLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Apr 2024,MAP1602A,DRAM-less(40 MB HMB),2024,1,0,0,0
Teamgroup MP44Q,2 TB,QLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Apr 2024,MAP1602A,DRAM-less(40 MB HMB),2024,2,0,0,0
Teamgroup MP44Q,4 TB,QLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Apr 2024,MAP1602A,DRAM-less(40 MB HMB),2024,4,0,0,0
Teamgroup MP44L (MAP1602 + Kioxia BiCS6 1Tb),1 TB,TLCKioxia162-layer,M.2 2280,PCIe 4.0 x4,2024,MAP1602A,DRAM-less(40 MB HMB),2024,1,0,0,0
Teamgroup MP44L (MAP1602 + CDT1B),1 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Aug 2022,MAP1602A,DRAM-less(40 MB HMB),2022,1,0,0,0
Teamgroup MP44L (MAP1602 + Micron B58R FortisFlash),2 TB,TLCMicron232-layer,M.2 2280,PCIe 4.0 x4,2024,MAP1602A,DRAM-less(40 MB HMB),2024,2,0,0,0
Teamgroup MP44L (MAP1602 + CDT2A),2 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,Aug 2022,MAP1602A,DRAM-less(32 MB HMB),2022,2,0,0,0
Teamgroup MP44L (Phison E21T + B47R),1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Aug 2022,Phison E21T,DRAM-less(64 MB HMB),2022,1,0,0,0
Teamgroup MP44L (Phison E21T + B47R),2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Aug 2022,Phison E21T,DRAM-less(64 MB HMB),2022,2,0,0,0
Teamgroup MP44,512 GB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Apr 2023,MAP1602A,DRAM-less(32 MB HMB),2023,0.5,0,0,0
Teamgroup MP44,1 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Apr 2023,MAP1602A,DRAM-less(32 MB HMB),2023,1,0,0,0
Teamgroup MP44,2 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Apr 2023,MAP1602A,DRAM-less(32 MB HMB),2023,2,0,0,0
Teamgroup MP44,4 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Apr 2023,MAP1602A,DRAM-less(32 MB HMB),2023,4,0,0,0
Teamgroup MP44,8 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Apr 2023,MAP1602A,DRAM-less(32 MB HMB),2023,8,0,0,0
Teamgroup MP34Q (RTS5762 + QLC),4 TB,QLCUnknown,M.2 2280,PCIe 3.0 x4,2023,RTS5762,128 MB(4 TB model),2023,4,0,0,0
Teamgroup MP34 (RTS5762 + SK Hynix V6),1 TB,TLCSK Hynix128-layer,M.2 2280,PCIe 3.0 x4,2023,RTS5762,128 MB(1 TB model),2023,1,0,0,0
Teamgroup MP34 (RTS5762 + SK Hynix V6),4 TB,TLCSK Hynix128-layer,M.2 2280,PCIe 3.0 x4,2023,RTS5762,128 MB(1 TB model),2023,4,0,0,0
Teamgroup MP34 (E12 + Kioxia BiCS3),256 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2019,Phison E12,Unknown(1 TB model),2019,0.25,0,0,0
Teamgroup MP34 (E12 + Kioxia BiCS3),512 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2019,Phison E12,Unknown(1 TB model),2019,0.5,0,0,0
Teamgroup MP34 (E12 + Kioxia BiCS3),1 TB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2019,Phison E12,Unknown(1 TB model),2019,1,0,0,0
Teamgroup MP34 (E12 + Kioxia BiCS3),2 TB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2019,Phison E12,Unknown(1 TB model),2019,2,0,0,0
Teamgroup MP33 (MAP1202 + SK Hynix TLC V7 512Gb),512 GB,TLCSK Hynix176-layer,M.2 2280,PCIe 3.0 x4,2022,MAP1202A-F1C,DRAM-less(16 MB HMB),2022,0.5,0,0,0
Teamgroup MP33 (MAP1202 + BiCS5 HDR 1Tb),512 GB,TLCKioxia112-layer,M.2 2280,PCIe 3.0 x4,2022,MAP1202A-F1C,DRAM-less(64 MB HMB),2022,0.5,0,0,0
Teamgroup MP33 (SM2263XT + B27B),128 GB,TLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Aug 2020,SM2263XT,DRAM-less(64 MB HMB),2020,0.125,0,0,0
Teamgroup MP33 (SM2263XT + B27B),256 GB,TLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Aug 2020,SM2263XT,DRAM-less(64 MB HMB),2020,0.25,0,0,0
Teamgroup MP33 (SM2263XT + B27B),512 GB,TLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Aug 2020,SM2263XT,DRAM-less(64 MB HMB),2020,0.5,0,0,0
Teamgroup MP33 (SM2263XT + B27B),1 TB,TLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Aug 2020,SM2263XT,DRAM-less(64 MB HMB),2020,1,0,0,0
Teamgroup MP33 (SM2263XT + B27B),2 TB,TLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Aug 2020,SM2263XT,DRAM-less(64 MB HMB),2020,2,0,0,0
Teamgroup L5 Lite 3D,120 GB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Sep 2017,SM2258G,Unknown,2017,0.1171875,0,0,0
Teamgroup L5 Lite 3D,240 GB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Sep 2017,SM2258G,Unknown,2017,0.234375,0,0,0
Teamgroup L5 Lite 3D,480 GB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Sep 2017,SM2258G,Unknown,2017,0.46875,0,0,0
Teamgroup L5 Lite 3D,1 TB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Sep 2017,SM2258G,Unknown,2017,1,0,0,0
Teamgroup GX2,128 GB,TLCToshiba96-layer,"2.5""",SATA 6 Gbps,Mar 2019,SM2258XT,DRAM-less,2019,0.125,0,0,0
Teamgroup GX2,256 GB,TLCToshiba96-layer,"2.5""",SATA 6 Gbps,Mar 2019,SM2258XT,DRAM-less,2019,0.25,0,0,0
Teamgroup GX2,1 TB,TLCToshiba96-layer,"2.5""",SATA 6 Gbps,Mar 2019,SM2258XT,DRAM-less,2019,1,0,0,0
Teamgroup GX2,2 TB,TLCToshiba96-layer,"2.5""",SATA 6 Gbps,Mar 2019,SM2258XT,DRAM-less,2019,2,0,0,0
Teracle T450,1 TB,TLCSK Hynix176-layer,M.2 2280,PCIe 4.0 x4,Jan 2023,IG5236,1024 MB(1 TB model),2023,1,0,0,0
Teracle T450,2 TB,TLCSK Hynix176-layer,M.2 2280,PCIe 4.0 x4,Jan 2023,IG5236,1024 MB(1 TB model),2023,2,0,0,0
TLET TLD-M7A,4 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Unknown,Phison E18,2048 MB(4 TB model),nown,4,0,0,0
Toshiba Q Series Pro,128 GB,MLCToshibaPlanar,"2.5""",SATA 6 Gbps,Oct 2013,88SS9189,DRAM-less,2013,0.125,0,0,0
Toshiba Q Series Pro,256 GB,MLCToshibaPlanar,"2.5""",SATA 6 Gbps,Oct 2013,88SS9189,DRAM-less,2013,0.25,0,0,0
Toshiba Q Series Pro,512 GB,MLCToshibaPlanar,"2.5""",SATA 6 Gbps,Oct 2013,88SS9189,DRAM-less,2013,0.5,0,0,0
Toshiba Ethernet SSD,8 TB,TLCToshiba96-layer,U.2,PCIe 3.0 x4,2019,88SS5000,12288 MB(8 TB model),2019,8,0,0,0
Toshiba BG4,128 GB,TLCToshiba96-layer,M.2 2230,PCIe 3.0 x4,Jan 2019,KBG40ZNS,DRAM-less(64 MB HMB),2019,0.125,0,0,0
Toshiba BG4,256 GB,TLCToshiba96-layer,M.2 2230,PCIe 3.0 x4,Jan 2019,KBG40ZNS,DRAM-less(64 MB HMB),2019,0.25,0,0,0
Toshiba BG4,512 GB,TLCToshiba96-layer,M.2 2230,PCIe 3.0 x4,Jan 2019,KBG40ZNS,DRAM-less(64 MB HMB),2019,0.5,0,0,0
Toshiba BG4,1 TB,TLCToshiba96-layer,M.2 2230,PCIe 3.0 x4,Jan 2019,KBG40ZNS,DRAM-less(64 MB HMB),2019,1,0,0,0
Transcend SSD370S (SM2242EN + Micron 16nm),32 GB,MLCMicronPlanar,"2.5""",SATA 6 Gbps,Apr 2015,SM2246EN,1024 MB(1 TB model),2015,0.03125,0,1,2
Transcend SSD370S (SM2242EN + Micron 16nm),64 GB,MLCMicronPlanar,"2.5""",SATA 6 Gbps,Apr 2015,SM2246EN,1024 MB(1 TB model),2015,0.0625,0,2,2
Transcend SSD370S (SM2242EN + Micron 16nm),128 GB,MLCMicronPlanar,"2.5""",SATA 6 Gbps,Apr 2015,SM2246EN,1024 MB(1 TB model),2015,0.125,0,2,2
Transcend SSD370S (SM2242EN + Micron 16nm),256 GB,MLCMicronPlanar,"2.5""",SATA 6 Gbps,Apr 2015,SM2246EN,1024 MB(1 TB model),2015,0.25,0,2,0
Transcend SSD370S (SM2242EN + Micron 16nm),512 GB,MLCMicronPlanar,"2.5""",SATA 6 Gbps,Apr 2015,SM2246EN,1024 MB(1 TB model),2015,0.5,0,2,0
Transcend SSD370S (SM2242EN + Micron 16nm),1 TB,MLCMicronPlanar,"2.5""",SATA 6 Gbps,Apr 2015,SM2246EN,1024 MB(1 TB model),2015,1,0,2,0
Transcend MTE250S,1 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Oct 2022,SM2264F,1024 MB(1 TB model),2022,1,0,0,0
Transcend MTE250S,2 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Oct 2022,SM2264F,1024 MB(1 TB model),2022,2,0,0,0
Transcend MTE250S,4 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Oct 2022,SM2264F,1024 MB(1 TB model),2022,4,0,0,0
Transcend 250H,1 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Feb 2023,SM2264F,1024 MB(1 TB model),2023,1,0,0,10
Transcend 250H,2 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Feb 2023,SM2264F,1024 MB(1 TB model),2023,2,0,0,0
